# Weather station Innsbruck (airport), Austria, WMO_ID=11120,selection from 01.01.2019 till 31.12.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=11120&lang=en
#
"Local time in Innsbruck (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.11.2019 02:00";"7.8";"703.3";"755.2";"-1.5";"98";"Wind blowing from the west";"4";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"Less than  50";"";"";"1.0";"7.5";"No precipitation";"1";"";"";"";"";
"02.11.2019 01:00";"8.1";"704.0";"755.9";"-1.1";"95";"Wind blowing from the west-northwest";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"45.0";"7.4";"0.2";"6";"";"";"";"";
"02.11.2019 00:00";"8.9";"704.5";"756.4";"-0.9";"95";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"8.1";"Trace of precipitation";"1";"";"";"";"";
"01.11.2019 23:00";"9.3";"704.8";"756.6";"-0.9";"94";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"8.3";"Trace of precipitation";"1";"";"";"";"";
"01.11.2019 22:00";"9.5";"705.1";"756.9";"-0.9";"92";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"8.2";"No precipitation";"1";"";"";"";"";
"01.11.2019 21:00";"9.6";"705.4";"757.2";"-0.3";"92";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"8.3";"Trace of precipitation";"1";"";"";"";"";
"01.11.2019 20:00";"10.0";"705.7";"757.4";"-0.1";"89";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1500-2000";"";"";"30.0";"8.3";"0.1";"1";"";"";"";"";
"01.11.2019 19:00";"10.2";"706.0";"757.6";"-0.2";"86";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"12.6";"";"";"2000-2500";"";"";"50.0";"7.9";"Trace of precipitation";"12";"";"";"";"";
"01.11.2019 18:00";"10.4";"705.7";"757.3";"-1.1";"84";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"7.8";"Trace of precipitation";"1";"";"";"";"";
"01.11.2019 17:00";"10.6";"705.8";"757.4";"-1.5";"82";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"7.6";"No precipitation";"1";"";"";"";"";
"01.11.2019 16:00";"11.7";"706.2";"757.6";"-1.9";"76";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"7.6";"No precipitation";"1";"";"";"";"";
"01.11.2019 15:00";"12.4";"706.8";"758.1";"-2.2";"71";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"7.2";"No precipitation";"1";"";"";"";"";
"01.11.2019 14:00";"12.5";"707.3";"758.7";"-2.6";"68";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"6.7";"No precipitation";"1";"";"";"";"";
"01.11.2019 13:00";"11.8";"708.1";"759.7";"-2.6";"69";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"70.0";"6.3";"No precipitation";"1";"";"";"";"";
"01.11.2019 12:00";"11.1";"709.0";"760.8";"-2.2";"74";"Wind blowing from the west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"55.0";"6.6";"No precipitation";"1";"";"";"";"";
"01.11.2019 11:00";"10.7";"709.9";"761.8";"-1.4";"74";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"6.2";"No precipitation";"1";"";"";"";"";
"01.11.2019 10:00";"9.2";"710.7";"763.0";"-0.7";"80";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"55.0";"5.8";"No precipitation";"1";"";"";"";"";
"01.11.2019 09:00";"7.5";"711.2";"763.9";"-0.5";"83";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"4.7";"No precipitation";"1";"";"";"";"";
"01.11.2019 08:00";"4.9";"711.3";"764.4";"-0.7";"93";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"3.8";"No precipitation";"1";"";"";"";"";
"01.11.2019 07:00";"5.6";"711.4";"764.5";"-0.7";"91";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"5.4";"";"";"";"600-1000";"";"";"40.0";"4.2";"No precipitation";"1";"";"";"";"";
"01.11.2019 06:00";"6.3";"711.7";"764.6";"-0.8";"90";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"4.7";"No precipitation";"1";"";"";"";"";
"01.11.2019 05:00";"7.6";"712.0";"764.6";"-0.6";"87";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"50.0";"5.6";"No precipitation";"1";"";"";"";"";
"01.11.2019 04:00";"7.6";"712.1";"764.8";"-0.8";"88";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"50.0";"5.7";"No precipitation";"1";"";"";"";"";
"01.11.2019 03:00";"7.8";"712.5";"765.1";"-0.5";"86";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"50.0";"5.6";"No precipitation";"1";"";"";"";"";
"01.11.2019 02:00";"7.6";"712.6";"765.4";"-0.6";"86";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"50.0";"5.3";"No precipitation";"1";"";"";"";"";
"01.11.2019 01:00";"7.9";"712.9";"765.5";"-0.5";"89";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"50.0";"6.2";"No precipitation";"1";"";"";"";"";
"01.11.2019 00:00";"8.1";"713.0";"765.7";"-0.3";"86";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"5.9";"No precipitation";"1";"";"";"";"";
"31.10.2019 23:00";"8.0";"713.2";"765.8";"0.1";"87";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"5.9";"No precipitation";"1";"";"";"";"";
"31.10.2019 22:00";"8.2";"713.4";"766.0";"0.3";"86";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"45.0";"6.0";"No precipitation";"1";"";"";"";"";
"31.10.2019 21:00";"8.4";"713.3";"765.9";"0.4";"88";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"6.5";"No precipitation";"1";"";"";"";"";
"31.10.2019 20:00";"8.4";"713.1";"765.7";"";"88";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"6.5";"No precipitation";"1";"";"";"";"";
"31.10.2019 19:00";"8.6";"713.1";"765.6";"0.7";"84";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"11.0";"";"";"300-600";"";"";"35.0";"6.0";"2.0";"12";"";"";"";"";
"31.10.2019 18:00";"8.6";"712.9";"765.4";"0.4";"84";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"50.0";"6.0";"No precipitation";"1";"";"";"";"";
"31.10.2019 17:00";"8.9";"712.6";"765.0";"";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"50.0";"5.8";"No precipitation";"1";"";"";"";"";
"31.10.2019 16:00";"9.2";"712.4";"764.8";"-0.5";"81";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"6.1";"No precipitation";"1";"";"";"";"";
"31.10.2019 15:00";"9.5";"712.5";"764.8";"-0.7";"80";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"45.0";"6.2";"No precipitation";"1";"";"";"";"";
"31.10.2019 14:00";"10.3";"712.6";"764.8";"-1.1";"75";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"6.0";"No precipitation";"1";"";"";"";"";
"31.10.2019 13:00";"9.6";"712.9";"765.2";"-0.9";"76";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"45.0";"5.6";"2.0";"6";"";"";"";"";
"31.10.2019 12:00";"10.4";"713.2";"765.4";"-0.8";"79";"Wind blowing from the north";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"50.0";"6.8";"No precipitation";"1";"";"";"";"";
"31.10.2019 11:00";"8.4";"713.7";"766.3";"-0.1";"85";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"6.0";"Trace of precipitation";"1";"";"";"";"";
"31.10.2019 10:00";"7.1";"713.8";"766.7";"0.3";"88";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"100-200";"";"";"35.0";"5.3";"Trace of precipitation";"1";"";"";"";"";
"31.10.2019 09:00";"6.3";"714.0";"767.0";"0.5";"94";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"10.0";"5.4";"0.9";"1";"";"";"";"";
"31.10.2019 08:00";"5.9";"713.8";"766.9";"0.1";"95";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"50-100";"";"";"12.0";"5.1";"0.5";"1";"";"";"";"";
"31.10.2019 07:00";"5.8";"713.5";"766.6";"-0.2";"95";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"5.8";"";"";"";"50-100";"";"";"10.0";"5.1";"8.0";"12";"";"";"";"";
"31.10.2019 06:00";"5.9";"713.5";"766.6";"-0.3";"95";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"50-100";"";"";"7.0";"5.2";"0.9";"1";"";"";"";"";
"31.10.2019 05:00";"6.0";"713.7";"766.8";"-0.4";"95";"Wind blowing from the north";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"9.0";"5.3";"0.6";"1";"";"";"";"";
"31.10.2019 04:00";"5.9";"713.7";"766.8";"-0.4";"95";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"6.0";"5.2";"1.0";"1";"";"";"";"";
"31.10.2019 03:00";"6.0";"713.8";"766.9";"-0.5";"95";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"7.0";"5.2";"1.0";"1";"";"";"";"";
"31.10.2019 02:00";"6.0";"714.1";"767.2";"-0.4";"94";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"9.0";"5.1";"0.2";"1";"";"";"";"";
"31.10.2019 01:00";"6.0";"714.1";"767.2";"-0.6";"94";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"10.0";"5.1";"3.0";"6";"";"";"";"";
"31.10.2019 00:00";"6.0";"714.3";"767.4";"-0.5";"94";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"9.0";"5.1";"0.4";"1";"";"";"";"";
"30.10.2019 23:00";"6.0";"714.5";"767.7";"-0.2";"93";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"10.0";"4.9";"0.3";"1";"";"";"";"";
"30.10.2019 22:00";"6.1";"714.7";"767.9";"0.0";"93";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"18.0";"5.1";"0.5";"1";"";"";"";"";
"30.10.2019 21:00";"6.2";"714.8";"768.0";"0.1";"91";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"13.0";"4.9";"0.7";"1";"";"";"";"";
"30.10.2019 20:00";"6.4";"714.7";"767.8";"0.0";"90";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"14.0";"4.8";"0.2";"1";"";"";"";"";
"30.10.2019 19:00";"6.6";"714.7";"767.7";"";"90";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"6.9";"";"";"300-600";"";"";"30.0";"5.1";"6.0";"12";"";"";"";"";
"30.10.2019 18:00";"6.5";"714.7";"767.8";"-0.5";"90";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"15.0";"4.9";"0.1";"1";"";"";"";"";
"30.10.2019 17:00";"6.8";"714.7";"767.7";"-0.6";"87";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"45.0";"4.7";"Trace of precipitation";"1";"";"";"";"";
"30.10.2019 16:00";"6.8";"715.0";"768.1";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"22.0";"4.6";"Trace of precipitation";"1";"";"";"";"";
"30.10.2019 15:00";"6.7";"715.2";"768.3";"-0.7";"86";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"35.0";"4.5";"Trace of precipitation";"1";"";"";"";"";
"30.10.2019 14:00";"6.5";"715.3";"768.4";"-0.9";"86";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"35.0";"4.3";"Trace of precipitation";"1";"";"";"";"";
"30.10.2019 13:00";"6.4";"715.6";"768.8";"-0.5";"86";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"15.0";"4.2";"5.0";"6";"";"";"";"";
"30.10.2019 12:00";"5.9";"715.9";"769.1";"0.0";"90";"Wind blowing from the north";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"14.0";"4.3";"0.2";"1";"";"";"";"";
"30.10.2019 11:00";"5.8";"716.2";"769.5";"0.8";"90";"Wind blowing from the north";"3";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"15.0";"4.3";"0.3";"1";"";"";"";"";
"30.10.2019 10:00";"5.4";"716.1";"769.5";"1.5";"89";"Wind blowing from the east";"3";"";"";"100%.";"Drizzle and rain, slight. ";"";"";"";"";"";"";"100-200";"";"";"18.0";"3.7";"0.7";"1";"";"";"";"";
"30.10.2019 09:00";"5.7";"715.9";"769.2";"1.8";"91";"Wind blowing from the east";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"17.0";"4.3";"1.0";"1";"";"";"";"";
"30.10.2019 08:00";"5.8";"715.4";"768.7";"1.0";"92";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"10.0";"4.6";"2.0";"1";"";"";"";"";
"30.10.2019 07:00";"5.9";"714.6";"767.8";"0.4";"91";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"5.9";"";"";"";"100-200";"";"";"11.0";"4.6";"3.0";"12";"";"";"";"";
"30.10.2019 06:00";"5.9";"714.1";"767.3";"-0.5";"92";"Wind blowing from the north";"2";"";"";"100%.";"Drizzle and rain, slight. ";"";"";"";"";"";"";"100-200";"";"";"14.0";"4.7";"0.1";"1";"";"";"";"";
"30.10.2019 05:00";"6.0";"714.4";"767.5";"-0.3";"91";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"18.0";"4.7";"Trace of precipitation";"1";"";"";"";"";
"30.10.2019 04:00";"6.0";"714.2";"767.4";"-0.3";"93";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"18.0";"4.9";"Trace of precipitation";"1";"";"";"";"";
"30.10.2019 03:00";"6.1";"714.6";"767.7";"0.2";"94";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"10.0";"5.2";"0.5";"1";"";"";"";"";
"30.10.2019 02:00";"6.2";"714.7";"767.8";"0.2";"93";"Wind blowing from the north";"2";"";"";"100%.";"Rain shower(s), slight. ";"";"";"";"";"";"";"100-200";"";"";"7.0";"5.1";"0.2";"1";"";"";"";"";
"30.10.2019 01:00";"6.4";"714.5";"767.6";"0.0";"92";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"10.0";"5.2";"1.0";"6";"";"";"";"";
"30.10.2019 00:00";"6.4";"714.4";"767.5";"0.3";"92";"Wind blowing from the north";"3";"";"";"100%.";"Rain shower(s), slight. ";"";"";"";"";"";"";"200-300";"";"";"15.0";"5.2";"0.1";"1";"";"";"";"";
"29.10.2019 23:00";"6.4";"714.5";"767.6";"0.5";"92";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"24.0";"5.1";"0.1";"1";"";"";"";"";
"29.10.2019 22:00";"6.8";"714.5";"767.5";"0.7";"92";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"13.0";"5.5";"0.2";"1";"";"";"";"";
"29.10.2019 21:00";"6.8";"714.1";"767.0";"0.6";"91";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"40.0";"5.4";"0.1";"1";"";"";"";"";
"29.10.2019 20:00";"6.7";"714.0";"766.9";"1.1";"92";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"7.0";"5.5";"0.3";"1";"";"";"";"";
"29.10.2019 19:00";"7.0";"713.8";"766.7";"1.2";"93";"Wind blowing from the north";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"9.8";"";"";"200-300";"";"";"6.0";"5.9";"2.0";"12";"";"";"";"";
"29.10.2019 18:00";"7.5";"713.5";"766.3";"1.3";"88";"Wind blowing from the east";"4";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"8.0";"5.7";"0.2";"1";"";"";"";"";
"29.10.2019 17:00";"7.8";"712.9";"765.6";"1.2";"91";"Wind blowing from the east-northeast";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"6.0";"6.4";"Trace of precipitation";"1";"";"";"";"";
"29.10.2019 16:00";"8.3";"712.6";"765.1";"1.0";"90";"Wind blowing from the east-northeast";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"22.0";"6.7";"0.1";"1";"";"";"";"";
"29.10.2019 15:00";"8.7";"712.2";"764.6";"0.6";"91";"Wind blowing from the east-northeast";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"6.0";"7.3";"Trace of precipitation";"1";"";"";"";"";
"29.10.2019 14:00";"9.1";"711.7";"764.1";"0.2";"88";"Wind blowing from the east-northeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"25.0";"7.2";"Trace of precipitation";"1";"";"";"";"";
"29.10.2019 13:00";"9.7";"711.6";"763.8";"0.2";"89";"Wind blowing from the north";"1";"";"";"100%.";"Rain shower(s), slight. ";"";"";"";"";"";"";"100-200";"";"";"30.0";"7.9";"1.0";"6";"";"";"";"";
"29.10.2019 12:00";"9.6";"711.6";"763.8";"0.3";"89";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"40.0";"7.8";"No precipitation";"1";"";"";"";"";
"29.10.2019 11:00";"9.6";"711.5";"763.7";"0.5";"89";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"50.0";"7.9";"No precipitation";"1";"";"";"";"";
"29.10.2019 10:00";"9.2";"711.4";"763.7";"0.9";"93";"Wind blowing from the north";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"22.0";"8.1";"Trace of precipitation";"1";"";"";"";"";
"29.10.2019 09:00";"8.7";"711.3";"763.6";"1.0";"94";"Wind blowing from the north";"2";"";"";"100%.";"Drizzle and rain, slight. ";"";"";"";"";"";"";"100-200";"";"";"10.0";"7.8";"0.2";"1";"";"";"";"";
"29.10.2019 08:00";"8.7";"711.0";"763.3";"0.6";"95";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"10.0";"7.9";"0.5";"1";"";"";"";"";
"29.10.2019 07:00";"8.5";"710.5";"762.8";"0.1";"95";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"8.5";"";"";"";"100-200";"";"";"6.0";"7.7";"5.0";"12";"";"";"";"";
"29.10.2019 06:00";"8.6";"710.3";"762.6";"-0.2";"95";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"6.0";"7.8";"0.7";"1";"";"";"";"";
"29.10.2019 05:00";"8.6";"710.4";"762.7";"-0.4";"95";"Wind blowing from the north";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"7.0";"7.8";"0.1";"1";"";"";"";"";
"29.10.2019 04:00";"8.6";"710.4";"762.7";"-0.5";"94";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"6.0";"7.7";"0.2";"1";"";"";"";"";
"29.10.2019 03:00";"8.8";"710.5";"762.7";"-0.7";"95";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"7.0";"8.0";"0.4";"1";"";"";"";"";
"29.10.2019 02:00";"8.9";"710.8";"763.0";"-0.6";"94";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"6.0";"8.0";"0.5";"1";"";"";"";"";
"29.10.2019 01:00";"9.1";"710.9";"763.2";"-0.8";"94";"Wind blowing from the north";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"9.0";"8.2";"2.0";"6";"";"";"";"";
"29.10.2019 00:00";"9.4";"711.2";"763.4";"-0.5";"94";"Wind blowing from the north";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"12.0";"8.4";"0.1";"1";"";"";"";"";
"28.10.2019 23:00";"9.6";"711.4";"763.6";"-0.3";"94";"Wind blowing from the north";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"11.0";"8.6";"0.2";"1";"";"";"";"";
